FMID,Credit,WIC,WICcash,SFMNP,SNAP
1018383,Y,N,N,N,Y
1006028,N,N,N,N,N
1004516,Y,Y,Y,Y,Y
1010428,Y,N,N,N,Y
1001594,Y,N,N,N,N
1005176,Y,Y,N,Y,Y
1005177,Y,Y,N,Y,Y
1005175,Y,Y,N,Y,Y
1005178,Y,Y,N,Y,Y
1001314,Y,N,N,N,N
1007766,N,N,N,N,N
1001339,N,N,N,N,N
1011974,Y,N,N,N,N
1000044,N,N,N,N,N
1003908,Y,N,N,N,N
1010818,Y,Y,Y,Y,Y
1011345,Y,Y,N,N,Y
1004993,Y,N,N,Y,N
1007703,N,N,N,N,N
1009648,Y,N,N,N,N
1012505,Y,Y,Y,N,N
1002568,Y,Y,Y,Y,Y
1001775,N,N,N,N,N
1008435,Y,N,N,Y,N
1018157,Y,Y,Y,Y,Y
1003088,N,N,N,N,N
1001883,Y,Y,Y,Y,Y
1018500,Y,Y,Y,Y,Y
1003589,N,N,N,N,N
1003563,N,N,N,N,N
1012254,Y,N,N,N,N
1001090,N,N,N,N,N
1003500,Y,N,N,N,N
1008492,Y,N,N,Y,Y
1011946,Y,N,N,N,N
1002451,N,N,N,N,N
1004358,N,N,N,N,N
1007204,N,N,N,N,N
1018185,Y,N,N,N,Y
1007151,N,N,N,N,N
1001317,N,Y,N,Y,N
1001847,N,N,N,N,N
1009395,Y,N,N,N,N
1005735,N,N,N,N,N
1003044,N,N,N,N,N
1018610,Y,N,N,N,Y
1008296,Y,N,Y,Y,Y
1007458,N,N,N,N,N
1012303,Y,N,N,N,N
1000260,N,N,N,N,N
1018154,Y,N,N,N,N
1002025,Y,N,N,N,Y
1003098,Y,Y,N,N,N
1003733,N,N,N,N,N
1006192,N,Y,N,Y,N
1006190,N,Y,N,Y,N
1006191,N,Y,N,Y,N
1012296,Y,N,Y,N,Y
1005914,N,N,N,N,N
1001995,N,N,N,N,N
1010030,Y,N,N,N,Y
1010240,N,Y,Y,Y,N
1011103,Y,Y,N,N,Y
1000038,N,N,N,N,N
1002536,Y,Y,N,N,N
1004841,N,Y,N,Y,N
1008571,Y,N,N,N,N
1006343,N,N,N,N,N
1008057,Y,N,N,Y,Y
1002829,N,N,N,N,N
1000998,N,N,N,N,N
1005210,Y,N,Y,N,N
1003691,N,N,N,N,N
1010264,N,N,N,N,N
1011731,Y,N,N,N,Y
1002719,N,N,N,N,N
1001002,N,N,N,N,N
1018416,Y,N,N,N,Y
1001356,N,Y,N,N,N
1011285,Y,N,N,N,N
1002914,Y,N,N,N,N
1009389,Y,N,N,N,N
1011747,Y,N,N,N,Y
1001062,N,N,N,N,N
1005891,N,N,N,N,N
1001904,N,N,N,N,N
1003126,Y,N,N,N,Y
1002830,N,N,N,N,N
1009013,Y,N,N,N,N
1002512,N,N,N,N,N
1007588,N,Y,N,Y,N
1004069,Y,N,N,N,Y
1004366,Y,Y,Y,Y,N
1007219,N,N,N,N,N
1018510,Y,Y,Y,Y,N
1009667,Y,N,N,N,Y
1011827,Y,N,N,N,Y
1006900,N,N,N,N,N
1017993,Y,N,N,N,N
1007255,Y,Y,N,Y,Y
1012122,Y,Y,N,Y,Y
1000917,N,N,N,Y,N
1011529,Y,N,N,N,N
1005374,N,N,N,N,N
1009423,Y,N,N,N,N
1006732,N,N,N,N,N
1012167,Y,Y,N,Y,Y
1005910,N,N,N,N,N
1007399,N,N,N,N,N
1003628,N,N,N,Y,Y
1016879,Y,N,N,N,N
1007704,N,N,N,N,N
1002740,Y,Y,N,Y,Y
1006035,N,N,N,N,N
1008546,Y,Y,N,Y,Y
1010066,Y,N,N,N,N
1004146,N,N,N,N,N
2000002,Y,N,N,N,N
1002348,N,N,N,N,N
1010129,Y,N,N,N,N
1001118,N,N,N,N,N
1018489,Y,Y,N,Y,N
1016869,Y,N,N,Y,N
1001815,Y,Y,N,Y,Y
1001225,N,N,N,N,N
1005161,N,N,N,N,N
1004099,N,N,N,N,N
1004814,N,N,N,N,N
1011426,Y,Y,N,Y,Y
1006582,N,Y,N,Y,Y
1002504,N,N,N,N,N
1004217,Y,N,N,N,Y
1003376,Y,N,N,N,N
1004778,N,Y,N,Y,N
1001935,N,N,N,N,N
1009316,Y,N,N,N,N
1004459,Y,Y,N,Y,N
1010026,Y,N,Y,Y,N
1000920,N,N,N,N,N
1006185,N,N,N,N,N
1018177,Y,Y,N,Y,Y
1012333,Y,N,N,N,N
1000417,N,N,N,N,N
1005692,Y,Y,Y,N,Y
1007017,N,N,N,N,N
1000635,N,N,N,N,N
1008532,Y,N,N,N,N
1003991,N,Y,Y,Y,Y
1010285,Y,N,N,N,Y
1006484,Y,Y,Y,Y,Y
1006972,N,N,N,N,N
1012301,Y,N,N,N,N
1000300,Y,Y,N,Y,Y
1010834,Y,N,N,N,N
1010893,Y,N,N,N,Y
1003046,Y,Y,N,Y,N
1011289,Y,Y,Y,N,Y
1009829,Y,N,N,N,Y
1016793,Y,N,Y,N,N
1010972,Y,Y,Y,Y,Y
1016792,Y,N,Y,N,N
1009895,Y,Y,Y,Y,Y
1010961,Y,Y,Y,N,N
1006655,N,N,N,N,N
1016867,Y,Y,N,Y,Y
1010809,Y,N,N,N,N
1009391,Y,N,N,N,N
1000570,N,N,N,N,N
1009043,Y,N,N,N,Y
1006153,N,N,N,N,N
1010455,Y,Y,Y,Y,Y
1000432,Y,Y,N,N,Y
1008815,Y,N,N,N,N
1009355,Y,N,N,N,N
1000439,N,N,N,N,N
1004124,Y,Y,N,Y,Y
1005160,Y,Y,N,Y,Y
1012298,Y,N,N,N,Y
1003643,Y,Y,N,Y,Y
1001026,Y,Y,Y,Y,Y
1009172,Y,N,N,N,N
1000288,N,N,N,N,N
1018232,Y,N,Y,Y,Y
1018236,Y,N,N,N,Y
1004524,Y,N,N,Y,Y
1009176,Y,N,N,N,N
1004276,Y,Y,N,N,N
1000769,Y,Y,N,N,Y
1006427,Y,Y,N,Y,Y
1001410,N,N,N,N,N
1005013,N,N,N,N,N
1008507,Y,N,N,N,N
1000589,Y,N,N,N,N
1010837,Y,Y,Y,Y,Y
1005112,N,Y,N,Y,N
1007589,N,Y,N,Y,N
1012519,Y,N,N,N,Y
1002641,Y,Y,Y,N,N
1000841,Y,N,N,N,N
1001616,Y,N,N,N,N
1012192,Y,Y,N,Y,Y
1003413,Y,N,N,N,Y
1010769,Y,Y,N,Y,Y
1008853,Y,N,Y,Y,Y
1004470,N,N,N,N,N
1000140,N,N,N,N,N
1001931,N,N,N,N,N
1002400,Y,N,N,N,N
1010080,Y,Y,Y,Y,Y
1002635,N,N,N,N,N
1006820,Y,Y,N,Y,N
1002946,N,N,N,N,N
1000039,N,N,N,N,N
1016894,Y,N,N,N,Y
1002184,Y,Y,N,Y,N
1004902,N,N,N,N,N
1001987,N,N,N,N,N
1004901,N,N,N,N,N
1006931,N,N,N,N,N
1004900,N,N,N,N,N
1010854,Y,N,N,N,N
1012608,Y,N,Y,Y,Y
1006081,Y,N,N,N,N
1011952,Y,N,N,N,Y
1002706,N,N,N,N,N
1012243,Y,Y,N,N,Y
1012256,Y,Y,N,N,Y
1016834,Y,N,N,N,N
1005420,Y,N,N,N,N
1004884,Y,Y,N,Y,Y
1010525,Y,Y,N,Y,Y
1008125,Y,N,N,N,N
1000453,N,N,N,N,N
1009235,Y,N,N,N,N
1012292,Y,N,N,N,N
1008778,Y,Y,N,Y,N
1001128,N,N,N,N,N
1007294,N,N,N,N,N
1003252,Y,Y,N,Y,Y
1008690,Y,Y,Y,Y,Y
1003282,Y,Y,Y,Y,N
1008415,Y,Y,N,N,N
1006656,N,N,N,N,N
1001809,N,N,N,N,N
1009182,Y,N,N,N,N
1003020,Y,N,N,Y,N
1006384,Y,N,N,N,N
1007038,N,N,N,N,N
1001047,Y,Y,Y,Y,N
1009757,N,N,N,N,N
1003030,N,N,N,N,N
1003031,N,N,N,N,N
1010225,Y,Y,N,Y,Y
1009372,Y,N,N,N,N
1010780,Y,Y,N,Y,Y
1011040,Y,N,N,Y,N
1011155,Y,N,N,N,N
1004635,Y,N,N,N,N
1001301,Y,N,N,N,N
1002546,N,Y,Y,Y,N
1003977,N,N,N,N,N
1018621,Y,Y,Y,Y,Y
1009415,Y,N,N,N,N
1000070,N,N,N,N,N
1005804,N,N,N,N,N
1010825,Y,N,N,N,N
1008258,Y,Y,N,Y,Y
1008533,N,N,N,N,N
1011222,Y,Y,N,Y,N
1007011,N,N,N,N,N
1007319,Y,Y,Y,Y,Y
1011776,Y,Y,Y,Y,Y
1012232,Y,Y,N,Y,Y
1011441,Y,Y,N,N,Y
1004072,Y,Y,N,Y,Y
1018245,Y,Y,Y,Y,Y
1005698,N,N,N,N,N
1001131,Y,N,N,N,N
1016881,Y,Y,N,Y,Y
1000232,N,N,N,N,N
1005500,N,Y,Y,Y,N
1002161,N,N,N,N,N
1011035,Y,N,N,N,Y
1000550,Y,Y,N,Y,Y
1010998,Y,Y,Y,Y,N
1004326,N,Y,Y,N,Y
1018322,Y,Y,Y,Y,Y
1000723,Y,Y,N,Y,Y
1008154,Y,N,N,N,N
1000505,N,N,N,N,N
1008005,N,Y,N,Y,N
1000171,Y,N,N,N,Y
1006959,N,N,N,N,N
1001816,N,N,N,N,N
1007243,N,N,N,N,N
1003574,N,N,N,N,N
1012390,Y,N,N,N,N
1006512,N,N,N,N,N
1010301,Y,Y,N,N,N
1007831,N,Y,N,Y,N
1011876,Y,N,Y,Y,N
1004571,N,N,N,N,N
1008537,Y,N,N,N,N
1001512,N,N,N,Y,N
1005052,N,N,N,N,N
1008646,Y,N,N,N,N
1004280,N,N,N,N,N
1016911,Y,Y,Y,Y,Y
1018361,Y,N,N,N,Y
1002597,N,N,N,N,N
1010060,Y,N,N,N,N
1012665,Y,N,N,N,N
1004676,Y,Y,Y,Y,Y
1002409,N,N,N,N,N
1005577,N,N,N,N,N
1005358,Y,Y,Y,Y,Y
1009977,Y,Y,Y,Y,Y
1010750,Y,Y,N,Y,N
1006451,Y,N,N,N,N
1005197,Y,Y,Y,Y,Y
1004485,Y,N,Y,N,Y
1004484,N,Y,N,Y,N
1003113,N,N,N,N,N
1007313,N,N,N,N,N
1010872,Y,N,N,N,N
1009697,N,N,N,N,N
1001873,Y,N,N,N,N
1008158,Y,Y,Y,Y,Y
1010851,Y,Y,N,Y,N
1012101,Y,Y,N,Y,Y
1004090,N,N,N,N,N
1006998,N,Y,N,Y,N
1002544,N,N,N,N,N
1005571,N,N,N,N,N
1006821,N,N,N,N,N
1012250,Y,Y,Y,Y,Y
1004579,Y,N,N,N,N
1011190,Y,Y,Y,Y,Y
1001993,N,N,N,N,N
1006719,N,N,N,N,N
1007707,N,N,N,N,N
1007215,N,N,N,N,N
1007216,N,N,N,N,N
1002994,N,N,N,N,N
1010629,Y,N,N,N,Y
1004646,N,Y,N,Y,N
1000312,Y,Y,N,Y,Y
1009830,Y,N,N,N,Y
1011986,Y,N,N,N,N
1018350,Y,N,N,N,Y
1007079,N,N,N,N,N
1005283,Y,N,N,Y,N
1012345,Y,Y,N,Y,Y
1003849,Y,Y,N,Y,N
1005023,N,N,N,N,N
1011551,Y,N,N,N,N
1018651,Y,Y,N,Y,Y
1011449,Y,Y,N,N,Y
1005953,Y,Y,N,N,Y
1003880,N,N,N,N,N
1003212,Y,Y,N,N,N
1006034,N,N,N,N,N
1005920,Y,Y,Y,Y,N
1007660,N,N,N,N,N
1007708,N,N,N,N,N
1001452,N,N,N,N,N
1001524,N,N,N,N,N
1003195,N,N,N,N,N
1005727,N,N,N,N,N
1009345,Y,N,N,N,N
1004475,Y,N,N,N,Y
1018222,Y,N,N,N,Y
1018159,Y,N,N,N,Y
1000807,Y,Y,Y,Y,Y
1000542,N,N,N,N,N
1012686,Y,N,N,N,Y
1012407,Y,Y,N,Y,Y
1012086,Y,N,N,N,N
1003386,N,N,N,N,N
1008129,Y,N,N,N,N
1011673,Y,N,N,N,Y
1003629,Y,N,N,N,N
1008544,Y,Y,N,Y,Y
1002854,Y,N,N,N,N
1007709,N,N,N,N,N
1004708,Y,Y,N,Y,N
1012383,Y,Y,N,Y,Y
1004412,N,N,N,N,N
1006208,N,Y,N,Y,N
1007459,N,N,N,N,N
1007482,N,N,N,N,N
1010104,Y,Y,N,Y,Y
1018494,Y,Y,N,Y,Y
1005357,N,N,N,N,N
1005544,N,N,N,Y,Y
1010847,Y,Y,N,Y,N
1002933,Y,N,N,N,Y
1006684,Y,N,N,Y,Y
1005552,N,N,N,N,N
1018332,Y,N,N,N,Y
1002993,Y,Y,Y,Y,Y
1008271,Y,Y,Y,Y,Y
1000715,N,N,N,N,N
1001475,N,N,Y,Y,N
1011113,Y,N,N,N,Y
1012615,Y,Y,Y,Y,Y
1006288,N,N,N,N,N
1000412,N,N,N,N,N
1005342,N,Y,N,Y,Y
1012717,Y,N,Y,Y,Y
1010324,Y,N,N,N,N
1007049,N,N,N,N,N
1018156,Y,Y,N,Y,Y
1007638,N,N,N,N,N
1003625,N,N,N,N,N
1007162,N,N,N,N,N
1009904,Y,Y,N,N,N
1005757,Y,N,N,N,N
1007827,N,N,N,N,N
1006657,N,N,N,N,N
1007516,N,N,N,N,N
1003103,Y,N,N,N,N
1003175,Y,N,N,Y,N
1008871,Y,Y,N,Y,Y
1001624,Y,Y,N,N,Y
1001670,N,N,N,N,N
1002440,N,N,N,N,N
1009242,Y,N,N,N,N
1005475,N,Y,Y,Y,N
1006029,N,N,N,N,N
1009934,Y,Y,N,Y,Y
1007815,N,Y,N,Y,N
1009867,Y,Y,Y,Y,Y
1006929,N,Y,N,Y,N
1000855,Y,N,N,N,Y
1000127,Y,Y,N,Y,Y
1004087,N,N,N,N,N
1007039,N,N,N,N,N
1012730,Y,Y,N,Y,Y
1009520,Y,N,N,N,N
1010505,Y,N,N,N,N
1012227,Y,Y,N,Y,Y
1010501,Y,N,N,N,N
1003981,N,N,N,N,N
1001570,Y,Y,N,Y,Y
1002389,N,N,N,N,N
1007225,N,N,N,N,N
1000466,N,N,N,N,N
1003868,N,N,N,N,N
1003869,N,N,N,N,N
1000900,N,N,N,N,N
1010019,Y,Y,Y,Y,Y
1006207,N,Y,N,Y,N
1018124,Y,Y,N,Y,Y
1009322,Y,N,N,N,N
1007059,N,N,N,N,N
1009164,Y,N,N,N,N
1012783,Y,Y,N,Y,Y
1006326,N,N,N,N,N
1009427,Y,N,N,N,N
1011540,Y,N,N,N,N
1001660,Y,Y,Y,N,N
1000222,N,N,N,N,N
1001659,Y,Y,Y,Y,N
1004777,Y,Y,N,Y,Y
1008798,Y,Y,N,Y,N
1009479,Y,N,N,N,N
1008799,Y,Y,N,Y,N
1007372,N,N,N,N,N
1006874,N,N,N,N,N
1006086,N,N,N,N,N
1012160,Y,Y,N,Y,N
1007567,N,N,N,N,N
1000003,Y,Y,N,Y,Y
1001298,Y,N,N,N,Y
1003917,N,N,N,N,N
1006939,N,N,N,N,N
1012067,Y,N,N,N,Y
1012133,Y,N,N,N,N
1012664,Y,Y,N,Y,Y
1004251,N,N,N,N,N
1012606,Y,N,N,N,N
1007550,N,N,N,N,N
1003777,Y,Y,N,Y,Y
1011612,Y,N,Y,Y,N
1012369,Y,N,Y,Y,Y
1011608,Y,N,Y,Y,N
1011618,Y,N,Y,Y,N
1011619,Y,N,Y,Y,N
1011627,Y,N,Y,Y,N
1011632,Y,N,Y,Y,N
1011636,Y,N,Y,Y,N
1011637,Y,N,Y,Y,N
1011640,Y,N,Y,Y,N
1011644,Y,N,Y,Y,N
1011621,Y,N,Y,Y,N
1011626,Y,N,Y,Y,N
1011628,Y,N,Y,Y,N
1011629,Y,N,Y,Y,N
1011631,Y,N,Y,Y,N
1011633,Y,N,Y,Y,N
1011634,Y,N,Y,Y,N
1011639,Y,N,Y,Y,N
1011641,Y,N,Y,Y,N
1011643,Y,N,Y,Y,N
1011645,Y,N,Y,Y,N
1011650,Y,N,Y,Y,N
1011651,Y,N,Y,Y,N
1011609,Y,N,Y,Y,N
1011617,Y,N,Y,Y,N
1011622,Y,N,Y,Y,N
1011623,Y,N,Y,Y,N
1011625,Y,N,Y,Y,N
1011635,Y,N,Y,Y,N
1011638,Y,N,Y,Y,N
1011642,Y,N,Y,Y,N
1011646,Y,N,Y,Y,N
1011647,Y,N,Y,Y,N
1011648,Y,N,Y,Y,N
1011649,Y,N,Y,Y,N
1008259,Y,N,N,N,Y
1007185,N,N,N,N,N
1007164,N,N,N,N,N
1007161,N,N,N,N,N
1007150,N,N,N,N,N
1007155,N,N,N,N,N
1007175,N,N,N,N,N
1000040,N,N,N,N,N
1003582,N,N,N,N,N
1000024,N,N,N,N,N
1004790,N,N,N,Y,Y
1012294,Y,N,N,N,Y
1004049,N,N,N,Y,N
1005446,Y,N,N,Y,Y
1008541,Y,N,N,N,N
1012634,Y,Y,Y,Y,Y
1004805,N,Y,N,Y,N
1008540,N,N,N,N,N
1004159,N,N,N,N,N
1001011,N,N,N,N,N
1000527,N,N,N,N,N
1010508,Y,N,N,N,N
1000022,N,N,N,N,N
1006377,N,N,N,N,N
1006759,Y,N,N,N,N
1001388,Y,Y,N,Y,N
1002699,N,N,N,N,N
1003711,N,Y,N,Y,Y
1011922,Y,N,N,N,N
1003303,N,N,N,N,N
1006151,Y,N,N,N,Y
1004603,N,Y,N,Y,N
1002009,Y,N,Y,Y,N
1003120,N,N,Y,Y,Y
1008066,Y,N,N,N,N
1000179,N,N,N,N,N
1004263,N,Y,Y,Y,Y
1003732,N,N,N,N,N
1004362,N,Y,N,N,Y
1010343,N,Y,Y,Y,Y
1009426,Y,N,N,N,N
1012332,Y,Y,N,Y,Y
1012050,Y,Y,N,Y,Y
1007568,N,N,N,N,N
1011392,Y,N,N,N,N
1003166,N,N,N,N,N
1009045,N,N,N,N,N
1003827,Y,Y,N,N,Y
1006809,N,N,N,N,N
1003828,Y,Y,N,N,Y
1005709,Y,N,N,N,N
1012048,Y,Y,N,Y,Y
1007327,N,N,N,N,N
1000089,Y,Y,Y,Y,Y
1003427,N,N,N,N,N
1001666,Y,Y,N,Y,Y
1006116,N,N,N,N,N
1003826,Y,N,Y,Y,Y
1009545,Y,N,N,N,N
1009171,Y,N,N,N,N
1008449,Y,N,N,N,Y
1000108,N,N,N,N,N
1000107,N,N,N,N,N
1018309,Y,Y,N,Y,N
1018580,Y,Y,N,Y,Y
1002657,Y,N,N,N,Y
1004268,N,N,N,N,N
1007710,N,Y,N,Y,N
1000401,N,N,N,N,N
1012567,Y,N,N,N,N
1002769,Y,Y,N,Y,Y
1007856,N,N,N,N,N
1004226,Y,Y,N,N,N
1004719,Y,N,N,Y,Y
1005377,N,N,N,Y,N
1012688,Y,N,N,N,N
1012045,Y,Y,N,Y,Y
1002252,N,N,N,N,N
1005397,N,N,N,N,N
1007487,N,N,N,N,N
1000966,N,N,N,N,N
1006991,N,N,N,N,N
1003959,N,Y,Y,Y,N
1006237,N,Y,Y,Y,N
1003617,N,N,N,N,N
1012313,Y,N,N,N,Y
1012071,Y,N,N,N,N
1000175,Y,Y,Y,N,N
1011072,Y,Y,N,N,N
1009946,N,N,N,Y,N
1005622,N,Y,Y,Y,N
1007009,N,N,N,N,N
1007089,N,N,N,N,N
1004525,Y,N,N,N,Y
1002507,N,N,N,N,N
1003124,N,N,N,N,N
1001155,N,N,N,N,N
1011260,Y,N,N,N,N
1003784,N,N,N,N,N
1002302,Y,Y,N,Y,N
1006678,Y,Y,N,Y,Y
1009320,Y,N,N,N,N
1009864,Y,N,N,N,N
1007457,N,N,N,N,N
1003568,N,N,N,N,N
1000189,N,Y,N,N,N
1005654,N,N,N,N,N
1000494,Y,N,N,N,Y
1005682,N,N,N,N,N
1007569,N,N,N,N,N
1012809,Y,N,N,N,N
1011981,Y,Y,N,N,N
1018428,Y,N,N,Y,N
1010933,Y,N,N,Y,Y
1006618,N,N,N,N,N
1012315,Y,N,N,N,Y
1006135,N,N,N,Y,N
1018509,Y,N,N,N,N
1000410,Y,Y,Y,Y,Y
1008261,Y,N,N,N,Y
1002729,N,Y,Y,Y,N
1009328,Y,N,N,N,N
1009553,Y,N,N,N,N
1003809,N,N,N,N,N
1010195,Y,Y,N,Y,Y
1000015,N,N,N,N,N
1005710,Y,Y,Y,Y,Y
1010418,Y,Y,N,Y,Y
1003357,Y,Y,N,Y,Y
1005551,N,N,N,N,N
1001957,Y,N,N,N,N
1011432,Y,Y,N,N,Y
1003241,N,N,N,N,N
1005771,N,N,N,N,N
1009443,Y,N,N,N,N
1009444,Y,N,N,N,N
1005267,Y,N,N,Y,Y
1004422,Y,N,N,N,N
1007798,Y,N,N,N,Y
1002239,Y,Y,N,N,Y
1002247,N,N,N,Y,N
1004875,N,N,N,N,Y
1012801,Y,N,N,N,N
1005313,N,Y,Y,Y,N
1001549,Y,N,N,N,Y
1018241,Y,N,Y,N,N
1000199,Y,Y,N,N,Y
1005566,N,N,N,N,N
1012685,Y,N,N,N,N
1006669,N,N,N,N,N
1008311,Y,N,N,N,N
1018622,Y,Y,Y,Y,Y
1011456,Y,Y,N,N,Y
1004130,Y,Y,N,N,Y
1003003,Y,Y,Y,Y,Y
1003946,N,N,N,N,N
1002518,Y,Y,N,N,Y
1002517,Y,Y,N,N,N
1000051,N,N,N,Y,N
1010944,Y,N,N,N,N
1012237,Y,N,N,Y,N
1012242,Y,N,N,Y,N
1005320,Y,Y,N,Y,Y
1007717,N,N,N,N,N
1001296,Y,Y,Y,Y,N
1006251,Y,N,N,N,Y
1002043,Y,Y,N,Y,N
1000376,N,N,N,N,N
1000394,N,N,N,N,N
1007027,N,N,N,N,N
1009359,Y,N,N,N,N
1018562,Y,Y,Y,Y,Y
1010667,Y,N,N,N,Y
1011719,Y,N,N,N,Y
1010668,Y,N,N,N,Y
1011720,Y,N,N,N,Y
1011721,Y,N,N,N,Y
1011725,Y,N,N,N,Y
1010670,Y,N,N,N,Y
1011724,Y,N,N,N,Y
1010671,Y,N,N,N,Y
1011723,Y,N,N,N,Y
1011726,Y,N,N,N,Y
1011722,Y,N,N,N,Y
1010666,Y,N,N,N,Y
1010664,Y,N,N,N,Y
1011727,Y,N,N,N,Y
1010665,Y,N,N,N,Y
1011218,Y,Y,N,N,Y
1003237,N,N,N,N,N
1011905,Y,Y,N,Y,Y
1009496,Y,N,N,N,N
1011342,Y,Y,N,Y,Y
1006895,N,N,N,N,N
1003364,Y,N,N,N,N
1018641,Y,N,N,Y,Y
1005016,N,N,N,N,N
1010174,Y,N,N,N,N
1010889,Y,N,N,N,N
1009761,Y,N,N,N,N
1003817,Y,Y,N,Y,Y
1008076,Y,N,N,N,Y
2000004,Y,N,N,N,N
1001888,N,N,N,N,N
1000623,N,N,N,N,N
1001517,N,N,N,N,N
1002883,N,N,N,N,N
2000005,Y,Y,Y,Y,Y
1010059,Y,N,N,N,N
1003870,N,N,N,N,N
2000006,Y,N,N,N,N
1009026,Y,N,N,N,N
1010879,Y,Y,Y,Y,Y
1010878,Y,Y,Y,Y,Y
1011052,Y,N,N,N,N
1010138,Y,N,N,N,N
1012724,Y,N,N,Y,Y
1004816,N,N,N,N,N
1008078,Y,N,N,N,N
1004024,Y,N,N,N,Y
1005813,N,N,N,N,N
1000173,Y,Y,N,N,N
1012326,Y,N,N,N,Y
1006075,Y,N,N,N,Y
1004286,N,N,N,N,N
1002522,Y,Y,Y,Y,N
2000007,Y,N,N,N,N
1003109,N,N,N,N,N
1008941,Y,N,N,N,N
1003097,Y,Y,N,Y,Y
1002857,N,N,N,N,N
1000283,Y,Y,N,Y,Y
1004640,N,N,N,N,N
1002138,N,N,N,N,N
1011718,Y,Y,N,Y,N
1010148,Y,Y,Y,Y,Y
1012521,Y,N,N,N,Y
1003373,N,N,N,N,N
1009403,Y,N,N,N,N
1018358,Y,N,N,N,Y
1005688,N,N,N,N,N
1011715,Y,N,N,N,N
1009340,Y,N,N,N,N
1009343,Y,N,N,N,N
1001282,Y,Y,Y,Y,N
1009357,Y,N,N,N,N
1011178,Y,N,N,N,N
1007718,N,N,N,N,N
1008723,Y,Y,N,Y,Y
1008278,N,N,N,N,N
1004275,Y,N,N,N,N
1006224,N,N,N,Y,N
1005045,Y,N,N,N,N
1002751,N,N,N,N,N
1003585,Y,Y,Y,Y,N
1007187,N,N,N,N,N
1010447,N,N,N,Y,N
1008265,Y,N,N,N,N
1010202,Y,N,N,Y,N
1018131,Y,N,N,N,N
1002467,N,N,N,N,N
1000132,N,N,N,N,N
1011102,Y,N,N,N,Y
1005811,N,Y,N,N,N
1018369,Y,Y,N,Y,Y
1006923,Y,Y,N,Y,N
1000375,N,N,N,N,N
1009439,Y,N,N,N,N
1011262,Y,N,N,N,N
1009213,Y,N,N,N,N
1006779,N,N,N,N,N
1002459,N,N,N,N,N
1005069,Y,Y,N,Y,Y
1003362,N,N,N,N,N
1009409,Y,N,N,N,N
1007532,N,N,N,N,N
1007531,N,N,N,N,N
1007865,N,N,N,N,N
1009369,Y,N,N,N,N
1007402,N,Y,N,Y,N
1005159,Y,N,N,N,Y
1003635,N,N,N,N,N
1011817,Y,N,N,N,Y
1010320,Y,N,N,N,N
1005720,N,Y,N,Y,N
1001778,N,Y,Y,Y,N
1011400,Y,N,N,N,N
1011157,Y,Y,N,Y,Y
1009533,Y,N,N,N,N
1017914,Y,Y,N,N,Y
1005246,N,N,N,N,N
1010166,Y,N,N,N,N
1018181,Y,Y,N,Y,Y
1012697,Y,Y,N,Y,Y
1009387,Y,N,N,N,N
1010456,Y,Y,N,Y,Y
1006868,N,N,N,N,N
1010134,Y,Y,N,Y,Y
1007061,N,N,N,N,N
1007060,N,N,N,N,N
1018427,Y,N,N,N,N
1005655,N,Y,N,Y,N
1001437,Y,N,N,N,N
1011676,Y,Y,N,Y,N
1001646,Y,Y,Y,Y,Y
1016870,Y,N,N,N,Y
1012083,Y,Y,N,Y,Y
1006812,Y,Y,N,Y,Y
1010823,Y,N,N,N,N
1006261,N,Y,N,Y,N
1004476,N,Y,Y,N,N
1004137,Y,N,Y,Y,N
1001585,Y,N,N,N,N
1000256,N,N,Y,Y,N
1010802,Y,N,N,N,N
1011395,Y,N,N,N,N
1008547,Y,N,N,N,N
1005486,N,Y,N,N,N
1008550,N,N,N,N,N
1004129,Y,Y,N,Y,Y
1012178,Y,Y,Y,Y,Y
1000141,Y,Y,N,N,Y
1003467,N,N,N,N,N
1011209,Y,N,Y,Y,Y
1005124,Y,N,N,N,N
1001405,N,N,N,N,N
1004131,Y,N,N,N,Y
1001838,N,N,N,N,N
1005213,N,N,N,N,N
1006905,N,N,N,N,N
1003672,Y,N,N,N,N
1004806,Y,Y,N,Y,N
1011018,Y,Y,N,Y,Y
1002331,N,N,N,N,N
1003793,N,N,N,N,N
1001779,N,N,N,N,N
1010554,Y,N,N,N,N
1012107,Y,N,N,N,Y
1001884,N,N,N,N,N
1003944,N,N,N,N,N
1004715,Y,Y,N,Y,Y
1006174,N,N,N,N,N
1000931,N,N,N,N,N
1001187,Y,Y,Y,Y,Y
1001188,Y,Y,Y,Y,Y
1002776,Y,N,N,Y,Y
1003495,N,N,N,N,N
1016850,Y,Y,N,Y,N
1012061,Y,N,N,N,Y
1010426,Y,N,N,N,N
1011668,Y,N,N,N,N
1010830,Y,N,N,N,N
1005819,N,N,N,N,N
1012627,Y,N,N,N,N
1008327,Y,N,N,N,N
1011729,Y,N,N,N,N
1002494,N,N,N,N,N
1005743,Y,Y,N,Y,Y
1010139,Y,Y,N,Y,Y
1003000,Y,Y,N,Y,Y
1007590,N,N,N,N,N
1002721,N,N,N,N,N
1005037,Y,N,N,N,Y
1006419,N,N,N,N,N
1010518,Y,N,N,N,N
1000251,N,N,N,N,N
1005798,Y,N,N,N,N
1008552,N,N,N,N,N
1011914,Y,N,N,N,N
1007521,N,N,N,N,N
