FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,updateTime
1004469,Montgomery County Farmers Market,,,,,,2009-01-01T05:00:00Z
1004491,Montgomery County Farmers Market,,,,,,2009-01-01T05:00:00Z
1007337,Montgomery County Farmers' Market,,,,,,2012-05-08T10:31:00Z
1006263,Montgomery County Farmers' Market Association,,https://www.facebook.com/MoCoFMA,,,,2015-04-22T14:06:13Z
1004227,Montgomery Curb Market,,,,,,2009-01-01T05:00:00Z
1018337,MONTGOMERY FARMERS MARKET,http://www.montgomeryhistoricalsociety.org,montgomery farmers market,,,,2017-06-22T11:17:40Z
1002898,Montgomery Farmers Market,http://www.montgomeryfriends.org,,,,,2010-04-19T09:59:00Z
1018432,Montgomery Farmers' Market,http://www.montgomeryfarmersmarket.org,https://www.facebook.com/MontgomeryFM,@MontFarmersMkt,,,2017-06-27T15:49:39Z
1004509,Montgomery Village Farmers Market,http://www.montgomeryvillage.com,,,,,2011-01-01T05:00:00Z
1002538,Monticello Artisan and Growers' Market,http://www.mainstreetmonticellofl.org,https://www.facebook.com/MainStMonticelloFl,,,,2014-03-13T18:53:09Z
1011900,Monticello Farmer's Market,http://www.monticellofarmersmarket.weebly.com,https://www.facebook.com/monticellofarmermarket/,,,,2016-04-27T10:34:09Z
1003060,Monticello Farmers Market,http://www.monticellofarmersmarket.com,,,,,2011-04-19T15:53:09Z
1008852,Monticello Farmers' Market,http://www.monticellocommunitycenter.com,https://www.facebook.com/pages/Monticello-Farmers-Market/109319539107490,,,,2014-03-14T14:17:38Z
1004561,Monticello Main Street Farmers Market,http://www.monticellomainstreet.org,,,,,2015-03-19T14:06:48Z
1011901,Montour Falls Farmers Market,http://www.montourfallsfarmersmarket.com,https://www.facebook.com/Montour-Falls-Library-140122486056562,,,,4/27/2016 12:41:20 PM
1001930,Montoursville Outdoor Growers Market,,,,,,2009-01-01T05:00:00Z
1006269,Montpelier Farmers Market,http://www.montpelierfarms.com,https://www.facebook.com/montpelierfarm?ref=hl,,,,2014-03-18T10:32:20Z
1000008,Montrose Farmers Market,http://www.montrosefarmersmarket.com,https://www.facebook.com/MontroseFarmersMarket,,,,2016-06-27T13:22:54Z
1002376,Montrose Harvest Market Farmers Market,http://www.farmernet.com,,,,,2009-01-01T05:00:00Z
1000647,"Montrose Riverfront, Inc. Farmers Market",,,,,,2011-04-15T19:13:46Z
1010172,Montross Market Days,http://Visitmontross.com,https://www.facebook.com/pages/Visit-Montross-Virginia/427120500764874,,,,2014-05-20T20:48:25Z
1006304,Monument Hill Farmers' Market,http://www.springsfarmersmarket.com,,,,,2014-03-19T16:50:22Z
1004450,Monument Market,,,,,,2011-01-01T05:00:00Z
1005157,Moon Farmers Market,http://www.moontwp.com,,,,,2009-01-01T05:00:00Z
1007031,Moore County Farmers Market,,,,,,2011-01-01T05:00:00Z
1007189,Moore County Farmers Market,,,,,,2011-01-01T05:00:00Z
1003822,Moore Square Farmers Market,http://www.raleigheatlocal.com,https://www.facebook.com/RaleighEatLocal,https://twitter.com/RaleighEatLocal,,,2014-05-13T10:39:38Z
1005384,Mooresville Rotary Club Farmers Market,,,,,,2009-01-01T05:00:00Z
1003159,Mora Area Farmers' Market,,,,,,2014-03-26T15:53:52Z
1011674,Mora Valley Farmers Market,,,,,,2015-08-25T11:08:43Z
1002743,Moraga Certified Farmers Market,http://www.cafarmersmkts.com/markets/category/moraga,https://www.facebook.com/MHFarmersMkt,https://twitter.com/,,http://www.pinterest.com/cafarmersmkts/,2016-07-20T17:41:54Z
1001592,Moravia Farmers Market,,https://www.facebook.com/NilesFarmsMarket,,,,2016-06-28T22:03:21Z
1004869,Moravia Garden Club Farmers Market,,,,,,2009-01-01T05:00:00Z
1000854,Morehead City Curb Market,,,,,,2014-03-21T17:35:20Z
1012482,Moreland Farmers Market,http://www.morelandfarmersmarket.org,Moreland Farmers Market,,,,7/12/2016 12:03:32 PM
1005814,Moreno Valley Farmers Market,,,,,,2009-01-01T05:00:00Z
1004781,Moreno Valley Farmers' Market,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,,,,http://www.goldeneaglerv.com,2014-05-20T17:59:41Z
1007434,Morgan County Farmers Market,,,,,,2009-01-01T05:00:00Z
1018573,Morgan County Farmers Market,http://morgan.osu.edu,Morgan County Farmers Market,,,,2017-07-06T10:32:13Z
1018314,Morgan County Farmers' Market Association,,morgan county farmers market,,,,2017-06-21T15:39:11Z
1018317,Morgan County farmers' Market Association,,morgan county farmers market,,,,2017-06-21T15:45:30Z
1012640,Morgan County-Decatur Farmers Market,,https://www.facebook.com/Morgan-CountyDecatur-Farmers-Market-174610319238067,,,,2016-07-15T10:43:26Z
1002744,Morgan Hill Certified Farmers Market,http://www.cafarmersmkts.com/markets/category/morgan-hill,https://www.facebook.com/MHFarmersMkt,https://twitter.com/cafarmersmkts,,http://www.pinterest.com/cafarmersmkts/,2016-07-20T17:41:32Z
1006775,MORGAN LOG HOUSE FARM MARKET,http://www.morganloghouse.org/marketl,,,,,2012-05-07T10:34:59Z
1006199,Morgan Park (Chicago) Farmers Market,http://www.cityofchicago.org/specialevents,,,,,2009-01-01T05:00:00Z
1002796,Morgan's Grove Market,http://www.morgansgrovemarket.com,https://www.facebook.com/morgansgrovemarket,,,,2014-04-06T21:37:00Z
1001703,Morganton Farmer's Market,http://www.downtownmorganton.com/index.php/farmers-markets,,,,,2012-05-07T15:34:19Z
1012560,Morganton Farmer's Market,http://www.downtownmorganton.com/index.php/shop/farmers-markets,www.facebook.com/morgantonfarmersmarket,,,,2016-07-14T08:43:39Z
1002844,Morgantown Farmers Market,http://www.morgantownfarmers.org/,https://www.facebook.com/MorgantownFarmersMarket,https://twitter.com/MorgantownMkt,http://www.youtube.com/user/Morgantownmkt,http://pinterest.com/morgantownmkt,2013-06-13T14:33:07Z
1002845,Morgantown Farmers' Market,http://www.morgantownfarmers.org/,https://www.facebook.com/MorgantownFarmersMarket,https://twitter.com/MorgantownMkt,http://www.youtube.com/user/Morgantownmkt,http://pinterest.com/morgantownmkt/,2014-04-01T18:15:21Z
1010263,Mornin' Sunshine Farm ,http://www.morninsunshinefarm.com,https://www.facebook.com/morninsunshine.farm.5,,,,2014-06-01T09:33:31Z
1004968,Morningside Farmers Market,http://www.morningsidemarket.com,,,,,Jun 7 2010 12:46PM
1002432,Morningstar Marketplace,,,,,,2009-01-01T05:00:00Z
1009670,Morrill Farmers' Market,,https://www.facebook.com/morrillnebraskafarmersmarket,,,,2014-03-21T21:41:18Z
1011412,Morris Area Farmers Market ,http://www.morrisareafarmersmarket.com,Morris Area Farmers Market ,,,,2015-07-20T11:48:26Z
1012166,Morris County Winter Farmers' Market,http://MorrisWinterFarmersMarket.com,https://www.facebook.com/MorrisCountyWinterFarmersMarket/,https://twitter.com/FoodshedNJ,,,2016-07-01T09:03:52Z
1004481,Morris Farmers Market,,,,,,2010-04-23T23:11:00Z
1007490,Morris Farmers' Market,,,,,,2009-01-01T05:00:00Z
1010685,Morris Plains Farmers Market,http://www.morrisplainsboro.org,,,,,2014-10-25T16:25:46Z
1009033,Morrison Farmers' Market,http://www.morrisonfarmersmarket.com,https://www.facebook.com/morrisonfarmersmarket,,,,2016-02-09T16:22:12Z
1009872,Morristown Farmers Market,http://www.crossroadspartnership.com,https://www.facebook.com/CrossroadsDowntownPartnership,https://twitter.com/CrossroadsDowntown,,,2016-06-27T15:45:37Z
1003472,Morristown Farmers Market,http://www.morristown-nj.org,,,,,2016-06-27T15:36:30Z
1012798,Morrisville Farmers Market,,Morrisville farmers and Artisan markets ,,,,2016-08-25T17:42:00Z
1001008,Morrisville Winter Farmers Market,,,,,,2011-01-01T05:00:00Z
1007853,Morro Bay Bay Fisherman's Wharf CFM,,,,,,2009-01-01T05:00:00Z
1001891,Morro Bay Thursday CFM,http://www.morrobay.org,,,,,2009-01-01T05:00:00Z
1005501,Morton Farmers Market,,,,,,2012-05-01T11:14:23Z
1011000,Morton Grove Farmers' Market,http://mgfarmersmarket.com/,https://www.facebook.com/MGFarmersMarket,https://twitter.com/mgfarmersmarket,https://www.youtube.com/user/MortonGroveMarket,http://www.yelp.com/biz/morton-grove-farmers-market-morton-grove,2015-03-30T21:46:56Z
1010410,Mosaic Central Farm Market,http://www.centralfarmmarkets.com,www.facebook.com/CentralFarmMarkets,@CentralFarmMKTs,,http://dishingthedirtblog.wordpress.com/,2015-03-23T21:53:52Z
1010346,Moscow Farmers Market,http://www.ci.moscow.id.us/arts/Pages/Farmers-Market.aspx,https://www.facebook.com/MoscowFarmersMarket,https://twitter.com/mosfarmersmkt,,,2016-07-05T11:54:21Z
1001206,Moscow Food Co-op Tuesday Growers Market,,https://www.facebook.com/pages/Moscow-Food-Coop-Tuesday-Growers-Market/107124975993233?ref=hl,,,,2014-04-22T17:20:47Z
1012078,Mosier Farmers Market,,https://www.facebook.com/Mosier-Farmers-Market-136907079719940/,,,,2016-06-28T15:31:01Z
1005559,Mosinee Farm Market,http://www.mosineechamber.org,,,,,4/22/2014 12:56:49 PM
1008622,Mother Earth Market,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=279,,,,,2013-06-27T11:26:00Z
1005258,Mother Waldron Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,,2015-03-25T18:28:45Z
1002807,Mothers Moon Farmstand,,,,,,2011-04-05T21:19:02Z
1011039,Moundridge City Farmers Market,,,,,,2015-04-15T17:16:27Z
1007236,Mount Airy Farmers Market,http://www.mountairymainstreet.org,https://www.facebook.com/pages/Mount-Airy-Farmers-Market/143159585754623,,,,2014-03-16T19:14:39Z
1010025,Mount Airy Farmers Market,,https://www.facebook.com/pages/Surry-County-Farmers-Market/,,,,2016-06-28T06:35:38Z
1005499,Mount Carroll Farmers Market,http://www.mtcarrollil.org,,,,,2014-04-16T10:57:15Z
1004494,Mount Clemens Farmers Market,http://www.mountclemensfarmersmarket.com,https://www.facebook.com/pages/Mount-Clemens-Farmers-Market/105767222777622,,,,2016-07-06T11:39:04Z
1012274,Mount Clemens Farmers Market Downtown,http://mountclemensfarmersmarket@gmail.com,https://www.facebook.com/Mount-Clemens-Farmers-Market-105767222777622/,,,,7/6/2016 12:04:21 PM
1006205,Mount Eden Farmer's Market,http://www.harvesthomefm.org,,,,,2012-02-19T16:32:28Z
1000535,Mount Elgon Farmers Market,,,,,,2009-01-01T05:00:00Z
1004304,Mount Holly Farmers Market,http://www.homegrownmountholly.com,https://www.facebook.com/pages/Mount-Holly-Farmers-Market/,,,,2016-07-27T15:05:54Z
1000840,Mount Hope Farmers Market,http://www.mounthopefarm.org/farmersmarket,https://www.facebook.com/mounthopefarm,https://twitter.com/MountHopeMarket,,,2017-01-28T19:01:32Z
1005584,Mount Jackson Farmers Market,http://www.mjfarmersmarket.com,www.facebook/mjfarmersmarket,https://twitter.com/MJFarmersMarket,,,2013-06-17T22:11:22Z
1005044,Mount Joy Farmers Market,http://www.msmj.org,,,,,2012-05-07T15:50:55Z
1009366,Mount Kisco Farmers Market ,,https://www.facebook.com/MtKiscoFarmersMarket,,,,2013-01-01T05:00:00Z
1005895,MOUNT LAUREL FARMERS MARKET,,,,,,2011-01-01T05:00:00Z
1001338,Mount Morris Farmers Market,,,,,,2009-01-01T05:00:00Z
1001340,Mount Morris Farmers Market,,,,,,2009-01-01T05:00:00Z
1001341,Mount Morris Village Farmers Market,,,,,,2011-01-01T05:00:00Z
1004717,Mount Pleasant Farmers Market,http://www.comeonovermp.com/index.aspx?NID=110,https://www.facebook.com/MountPleasantFarmersMarket,,,,2015-03-19T11:48:03Z
1007276,Mount Pleasant Farmers' Market,http://www.MtPFM.org,https://www.facebook.com/MtPFarMar,https://twitter.com/MtPFarmerMarket,,,2016-04-01T23:46:34Z
1005649,Mount Rainier Farmers Market,http://www.mountrainierfarmersmarket.com,https://www.facebook.com/pages/Mount-Rainier-Farmers-Market/115547915123338,,,,2013-06-17T11:24:07Z
1000073,Mount Sinai Hospital Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,2013-07-23T15:50:18Z
1002673,Mount Vernon (Iowa) Farmers' Market,,https://www.facebook.com/mtvernonfarmersmarket,,,,2014-03-14T10:53:35Z
1010276,Mount Vernon Farmers Market,,https://www.facebook.com/mountvernontxfarmersmarket?ref=hl,,,,2014-06-02T16:04:16Z
1012161,Mount Vernon Farmers Market,http://mountvernonfarmersmarket.org,www.facebook.com/mountvernonwafarmersmarket,https://twitter.com/FarmMarketMV,,www.instagram.com/explore/locations/96519118/,2016-08-01T17:16:51Z
1004370,Mount Vernon Farmers Market - Non Festival Days,,https://www.facebook.com/mountvernontxfarmersmarket?fref=ts,,,,2013-06-27T18:02:10Z
1008623,Mount Vernon Farmers' Market,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=614,,,,,2013-06-27T11:32:19Z
1005390,Mount Vernon Fresh Connect Farmers' Market,http://www.cmvny.com,,,,,2013-06-24T16:46:45Z
1006701,Mountain Certified Market,http://www.mountaingrowersassociation.webs.com/,,,,,2012-05-24T23:14:42Z
1002989,Mountain City Farmers Market,,,,,,2009-01-01T05:00:00Z
1000585,Mountain Fresh Oakland Farmers Market,http://www.MountainFresh.org,https://www.facebook.com/mountainfreshfarmersmarket,,,,2016-07-08T10:42:46Z
1001006,Mountain Grove Farmers' Market Association,,https://www.facebook.com/mountaingrovefarmersmarket,,,,2016-06-27T13:19:33Z
1002249,Mountain Home Farmers Market,,,,,,2009-01-01T05:00:00Z
1001736,Mountain Home Farmers Market,,,,,,4/21/2011 12:20:39 PM
1005020,Mountain Lakes Market,http://www.mtnlakesmarket.com,,,,,2010-05-17T14:20:00Z
1003857,Mountain Market and Art Walk,,,,,,2009-01-01T05:00:00Z
1011869,"Mountain Park Health Center, Maryvale Clinic ",,,,,,2016-04-07T15:09:35Z
1010758,Mountain People Organics,http://MountainPeopleOrganics.com,https://www.facebook.com/MountainPeopleOrganics,,,,2015-01-02T10:57:48Z
1002745,Mountain View Certified Farmers' Market,http://www.cafarmersmkts.com/markets/category/mountain-view,https://www.Facebook.com/MVFarmersMkt,https://twitter.com/cafarmersmkts,,http://www.pinterest.com/cafarmersmkts/,2016-07-20T17:40:24Z
1008624,Mountain View Farmers' Market,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=616,,,,,2013-06-27T11:42:21Z
1011858,Mountain View Farmers’ Market ,http://anchoragelandtrust.org/mountain-view-farmers-market/,http://facebook.com/mvakfarmersmarket,,,,2016-04-04T20:44:12Z
1001844,Mountain View Sunday Growers' Market,,,,,,2013-07-31T14:53:36Z
1010474,Mountainair Farm & Garden Market,,Mountainar Farm & Garden Market,,,Facebook,2015-04-14T16:35:05Z
1010822,MountainTraders,http://www.mountaintradersmarket.com,www.facebook.com/AKmountaintraders,,,,2015-02-13T13:50:50Z
1007549,Moville Farmers Market,,,,,,2011-01-01T05:00:00Z
1008744,moxham farmers market,,,,,,2013-06-28T11:44:14Z
1009318,MRC Farmers' Market ,http://www.mrcfarmersmarket.org/,https://www.facebook.com/MRCFarmersMarket,,,,2013-01-01T05:00:00Z
1009549,Mt Gilead Farmer's Market ,,https://www.facebook.com/pages/Mount-Gilead-Farmers-Market/357066631010759,,,,2013-01-01T05:00:00Z
1006492,Mt Laurel Farmers Market,http://www.mtlaurel.com,,,,,2014-05-20T14:41:53Z
1002818,Mt Lebanon Lions Farmers Market,http://www.MtLebanonLionsFarmersMarket.com,https://www.facebook.com/groups/MtLebanonLions,,,,3/19/2015 12:11:48 PM
1008464,Mt. Airy Farmers' Market,http://www.farmtocity.org/FarmersMarkets.asp,https://www.facebook.com/Mt-Airy-Farmers-Market-115303871848990/?fref=ts,https://twitter.com/FarmtoCity,,,6/29/2016 12:48:24 PM
1009324,Mt. Airy Main Street Farmers Market ,http://www.mountairymainstreet.org/,,,,,2013-01-01T05:00:00Z
1005391,Mt. Hope Auction,,,,,,2009-01-01T05:00:00Z
1011288,Mt. Horeb Farmers Market,http://mthorebfarmersmarket.com,https://www.facebook.com/pages/Mount-Horeb-Farmers-Market/116716985027651,,,,2016-06-28T22:31:14Z
1010072,Mt. Juliet Farmers' Market,http://www.cityofmtjuliet.org/mtjulietfarmersmarket.cfm,https://www.facebook.com/MtJulietFarmersMarket,,,,2016-06-27T15:49:18Z
1001637,Mt. Morris Farmers Market,,,,,,2009-01-01T05:00:00Z
1008110,Mt. Morris Park HERBan Farmers' Market,http://www.HerbanFarmersMarket.org,https://www.facebook.com/HERBanFarmersMarket,https://twitter.com/HERBanFarmMarkt,,Instagram--> HerbanFarmersMarket,2014-04-07T16:38:21Z
1006209,Mt. Morris Park Historic District Market,,,,,,2011-06-17T10:14:46Z
1012461,Mt. Pleasant  Farmers Market,,"Mt. Pleasant, Iowa Farmers Market",,,,2016-07-11T23:08:05Z
1009673,Mt. Pleasant Farmers' Market - City Hall,http://www.mt-pleasant.org/farmersmarket,https://www.facebook.com/mpfarmersmarket,,http://www.youtube.com/user/MtPleasantMI,,2016-07-05T10:35:01Z
1009052,Mt. Pleasant Farmers' Market - Island Park,http://www.mt-pleasant.org/farmersmarket,https://www.facebook.com/mpfarmersmarket,,http://www.youtube.com/user/MtPleasantMI,,2016-07-05T10:36:22Z
1000428,Mt. Prospect Farmers Market,,,,,,2014-04-04T09:45:42Z
1005092,Mt. Shasta Farmers' Market,http://www.mtshastafarmersmarket.com,,,,,2014-03-31T20:58:13Z
1005273,Mt. Tom Farmers' Market,http://www.mttomfarmersmarket.com,,,,,2014-04-18T18:02:29Z
1003251,Mt. Vernon Farmers Market,http://www3.ag.purdue.edu/counties/posey/Pages/MtVernonFarmers%27Market.aspx,https://www.facebook.com/pages/Mt-Vernon-Farmers-Market-in-SW-Indiana/111089392250491,,,,3/27/2014 12:36:48 PM
1006160,Mt. Washington Whole Foods Farmers Market,,,,,,2011-01-01T05:00:00Z
1002681,Muhlenberg County Farmers Market III,,,,,,2009-01-01T05:00:00Z
1002680,Muhlenberg County Farmers' Market,,,,,,2010-05-13T12:34:00Z
1002533,Mukilteo Farmers Market,http://www.mukilteofarmersmarket.org,,,,,4/5/2014 12:43:39 PM
1008203,Mukwonago Area Farmers' Market,http://www.mukwonagochamber.org,https://www.facebook.com/pages/Mukwonago-Area-Farmers-Market,,,,2015-03-19T14:20:47Z
1010316,Mulberry Market,,https://www.facebook.com/MulberryStreetMarket,,,,10/21/2015 12:16:00 PM
1000050,Mulberry Street Market,,https://www.facebook.com/mulberrystreetmarket,,,,2012-05-07T10:36:35Z
1012725,Muldoon Farmers Market,http://muldoonfarmersmarket.org,http://www.facebook.com/muldoonfarmersmarket,http://twitter.com/MuldoonFarmers,,,2016-07-24T17:35:30Z
1018087,Muncie Makers Market ,,https://www.facebook.com/groups/1627047027524961/,,,,2017-06-20T10:29:48Z
1004283,Mundelein Farmers Market,http://www.mundelein.org/farmers_market,www.facebook.com/MundeleinMarket,https://twitter.com/MundeleinMarket,,,2013-06-12T10:38:36Z
1003760,Munising Farmers' & Artisans' Market,,https://www.facebook.com/MunisingFarmersMarket/info,,,,2015-03-19T11:21:34Z
1009969,Munroe Falls Farmers Market ,http://munroefallsfarmersmarket.weebly.com/,https://www.facebook.com/MunroeFallsFarmersMarket,,,,4/21/2014 12:26:25 PM
1009024,Munster Farmer's Market,http://www.munster.org/department/division.php?fDD=6-177,https://www.facebook.com/munster.parks1,,,,2013-12-26T16:45:46Z
1010048,Murphysboro Farmers' Market,http://www.murphysboro.com/index.php?option=com_k2&view=item&layout=item&id=140&Itemid=360,https://www.facebook.com/MurphysboroFarmersMarket,,,,2014-08-26T10:56:59Z
1002615,Murray Farmers Market,http://www.utfb.fb.org,,,,,2014-03-14T11:50:49Z
1001319,Murrieta Certified Farmers' Market,http://www.myfarmersmarkets.com,https://www.facebook.com/murrietafarmersmarket,,,Facebook,2014-06-03T13:00:08Z
1003190,Muscatine Area Farmers Market I,,https://www.facebook.com/MuscatineAreaFarmersMarket/,,,,2016-07-18T13:05:02Z
1003189,Muscatine Area Farmers Market II,,https://www.facebook.com/MuscatineAreaFarmersMarket/,,,,2016-07-18T13:05:39Z
1005497,Muscoot Farmers Market,http://www.muscootfarm.org,https://www.facebook.com/pages/Muscoot-Farm/102866336419232,,,,2014-05-12T19:45:13Z
1012224,Muskegon Farmers Market,http://muskegonfarmersmarket.com,https://www.facebook.com/MuskegonFarmersMarket/,,,,2016-07-20T15:04:32Z
1000983,Muskogee Farmers' Market,,,,,,2010-06-04T16:33:00Z
1000649,Mustang Kiwanis Farmers Market,http://www.mustangcommunitygarden.org/about_FM.html,,,,,2011-04-18T23:41:22Z
1010766,My Farmers Mart,http://www.myfarmersmart.com,www.facebook.com/myfarmersmart,,,,2015-01-08T17:06:00Z
1005247,Myrtle's Market (Myrtle Beach Farmers Market),http://www.cityofmyrtlebeach.com,,,,,2009-01-01T05:00:00Z
1007467,Mystic Farmers Market,,,,,,2009-01-01T05:00:00Z
1007445,Mystic/Denison Farmers Market,,,,,,2009-01-01T05:00:00Z
1011294,Nacogdoches Farmers Market,http://nacogdochesfarmersmarket.com,nacogdochesfarmersmarket,,,,2016-06-27T20:18:48Z
1005540,Nampa Farmers' Market,http://www.nampafarmersmarket.com,https://www.facebook.com/nampa.farmersmarket,,,,2016-06-27T13:04:10Z
1003101,Napa Chef's Farmers Market,,,,,,2009-01-01T05:00:00Z
1011535,Napa Downtown Farmers Market,http://www.napafarmersmarket.org,www.facebook.com/NapaFarmersMarket?fref=ts&ref=br_tf,,,@NapaFARMERSMKT -Instagram,2016-06-28T19:56:16Z
1004822,Naples Farmers Market,,,,,,2009-01-01T05:00:00Z
1010793,Narranjito farmers market group 787-544-3311,,,,,,2015-02-01T06:55:06Z
1003111,Narrowsburg Country Market,,,,,,2010-05-19T22:22:00Z
1006332,Nashua Lion Farmers Market,,,,,,2009-01-01T05:00:00Z
1000609,Nashville Chamber of Commerce Market,http://www.nashvillechamber@sbcglobal.net,,,,,2009-01-01T05:00:00Z
1002146,Nashville F.A.R.M I,http://www.geocities.com/farmnashville,,,,,2009-01-01T05:00:00Z
1002147,Nashville F.A.R.M. II,http://www.geocities.com/farmnashville,,,,,2009-01-01T05:00:00Z
1002144,Nashville F.A.R.M. III,http://www.geocities.com./farmnsahville,,,,,2009-01-01T05:00:00Z
1002145,Nashville F.A.R.M. IV,http://www.geocities.com/farmnashville,,,,,2009-01-01T05:00:00Z
1018635,Nashville Farmer's Market,,https://www.facebook.com/NashvilleFarmersMarketNashvilleIndiana/,,,,2017-07-10T09:36:29Z
1003394,Nashville Farmers' Market,,,,,,2012-01-22T18:33:50Z
1012077,Natick Farmers Market,http://www.natickfarmersmarekt.com,natickfarmersmarket,,,,2016-06-28T15:29:40Z
1008392,Natick Winter Market,http://www.natickfarmersmarket.com,https://www.facebook.com/pages/Natick-Farmers-Market/145649782172301,,,,2015-03-23T20:10:02Z
1001182,National City CFM,,,,,,2011-01-01T05:00:00Z
1002410,National Women In Ag Assoc. Community Farmers Market,http://www.nationalwomeninag.com,,,,,2012-05-31T14:23:34Z
1011979,Nationwide Children's Hospital Farmers Market,,,nchfarmmarket,,,2016-05-24T13:24:00Z
1004877,Natividad Medical Center Certified Farmers' Market,http://www.everyonesharvest.org,https://www.facebook.com/EveryonesHarvest,,,,2016-06-27T15:26:15Z
1000516,Natoma Farmers Market,,,,,,2009-01-01T05:00:00Z
1003710,Natomas Certified Farmers' Market,http://www.California-Grown.com,,,,,2012-05-12T10:12:11Z
1000511,Natrona County Master Gardeners Farmers' Market,,,,,,2011-05-27T08:37:10Z
1009467,Natural Living Farmers Market ,http://www.nlfmarket.webs.com/,,,,,2013-01-01T05:00:00Z
1001438,Natures Carousel,,,,,,2009-01-01T05:00:00Z
1007478,Naugatuck Farmers Market,,,,,,2009-01-01T05:00:00Z
1007160,Navarro County Farmers Market Association,,,,,,2009-01-01T05:00:00Z
1009313,Navasota Farmers Market ,http://www.localharvest.org/navasota-farmers-market-M59065,,,,,2013-01-01T05:00:00Z
1005026,Nazareth Farmers Market on the Square,,https://www.facebook.com/NazarethFarmersMarketOnTheSquare,,,,6/13/2013 12:22:59 PM
1005074,NDD Common Greens Farmers Market,http://www.downtownnewark.com,,,,,2009-01-01T05:00:00Z
1009953,NDS Downtown Barberton Farmers' Market,http://ndsbarbertonevents.com,,,,,2014-04-17T10:11:06Z
1001162,Nebagamon's Lakeview Farmers Market,,,,,,2009-01-01T05:00:00Z
1000625,Nebraska City Farmers Market,http://www.NebraskaCity.com,,,,,2009-01-01T05:00:00Z
1010398,Needham Farmers Market,http://www.needhamfarmersmarket.org,,,,,7/11/2016 12:02:42 PM
1006641,Neenah Farmer's Market,http://www.neenah.org,Future Neenah Farmers Market,,,,2015-03-19T11:35:08Z
1008453,Neighborhood House Farmers Market,http://www.nhclx.org ,www.facebook.com/nhfarmersmarket,,,,2013-06-25T14:38:28Z
1012630,Neillsville Farmers Market,,,,,,2016-07-15T03:16:07Z
1003106,Neligh Farmers Market,,,,,,2009-01-01T05:00:00Z
1006327,Nelson Farmers Market,http://www.nelsonfarmersmarket.com,https://www.facebook.com/pages/Nelson-Farmers-Market-Nellysford-VA/196017627093928?ref=hl,,,,2015-03-23T13:23:28Z
1010357,Nelsonville Farmers Market ,,https://www.facebook.com/NelsonvilleFarmersMarket,,,,2014-07-21T09:05:57Z
1006548,Nemaha County Farmers  Market,,,,,,2012-05-17T13:57:24Z
1006131,Nenana Open Air Market,,,,,,2009-01-01T05:00:00Z
1006463,Neosho Farmers' Market,,,,,,2011-04-13T21:27:16Z
1001667,Nesconset Farmer's Market,http://www.ligreenmarket.org,,,,,2012-05-17T16:30:50Z
1001505,Neshoba County Farmer's Market,,https://www.facebook.com/RedMillGreenMarket,,,,2014-03-31T16:17:05Z
1012148,Neskowin Farmers Market,http://neskowinfarmersmarket.com,https://www.facebook.com/NeskowinFarmersMarket/,,,,2016-06-30T16:39:48Z
1007768,Netcong Farmers Market,http://www.netcong.org/,,,,,2011-01-01T05:00:00Z
1006787,Neutaconkanut Farmers Market,http://www.farmfresh.org/food/farmersmarkets_details.php?market=454,,,,,2017-05-01T10:30:23Z
1011093,Nevada Ccounty Certified Growers Market - Grass Valley - North Star House,http://www.thegrowersmarket.com,www.facebook.com/NevadaCountyGrowersMarket,,,,2015-04-30T18:30:16Z
1011095,Nevada Ccounty Certified Growers Market - Penn Valley,http://www.thegrowersmarket.com,www.facebook.com/NevadaCountyGrowersMarket,,,,2015-04-30T18:46:40Z
1011094,Nevada Ccounty Certified Growers Market - Rood Center - Nevada City,http://www.thegrowersmarket.com,www.facebook.com/NevadaCountyGrowersMarket,,,,2015-04-30T19:12:51Z
1003891,Nevada City Farmers Market,http://www.ncfarmersmarket.org,,,,,2012-05-08T17:12:30Z
1002049,Nevada City Farmers Market II,,,,,,2013-06-11T15:41:08Z
1003536,Nevada County Farmers Market,,,,,,2009-01-01T05:00:00Z
1010137,Nevada/Vernon County Farmers' Market,http://www.healthynevada.net,https://www.facebook.com/NevadaVernonCountyFarmersMarket,,,,2016-07-05T11:42:23Z
1005527,New Albany Farmers Market,http://www.healthynewalbany.org,https://www.facebook.com/nafarmersmarket,,,www.healthynewalbany.org,6/30/2016 12:29:04 PM
1005489,New Albany Farmers Market,http://www.newalbanyfarmersmarket.com,https://www.facebook.com/pages/New-Albany-Farmers-Market/217753735295,,,,2014-03-31T17:13:43Z
1007282,New Amsterdam Market,http://www.newamsterdammarket.org,,,,,2012-04-27T12:18:50Z
1012235,New Baltimore Farmers Market,http://www.newbaltimorefarmersmarket.com,https://www.facebook.com/New-Baltimore-Farmers-Market-Fan-Page-298736159230/,,,Instagram: nb_farmers_market,7/5/2016 12:12:13 PM
